perm_idx,auc,balanced_accuracy,auprc
464,0.5055555555555555,0.5333333333333333,0.32218405594539895
465,0.5611111111111111,0.5666666666666667,0.46272989769940986
466,0.5916666666666667,0.575,0.4279495998843175
467,0.6749999999999999,0.6,0.5383801264236047
468,0.49444444444444446,0.4916666666666667,0.3452227411392566
469,0.48055555555555557,0.45833333333333337,0.43696075577005367
470,0.525,0.5833333333333333,0.3148306030927982
471,0.5194444444444444,0.5583333333333333,0.3192172988757741
472,0.7194444444444444,0.6833333333333333,0.5297494620075265
473,0.2277777777777778,0.35833333333333334,0.20101373892734983
474,0.38888888888888895,0.41666666666666663,0.24173990716152574
475,0.2777777777777778,0.39166666666666666,0.21326212598049402
476,0.41666666666666663,0.4083333333333333,0.2578137774452966
477,0.5361111111111111,0.5666666666666667,0.4229278256017854
478,0.36388888888888893,0.5,0.2595940880141447
479,0.5666666666666667,0.5166666666666666,0.3371764391215192
480,0.6166666666666667,0.5666666666666667,0.49669842508091144
481,0.42222222222222217,0.44166666666666665,0.2650285671119004
482,0.08611111111111112,0.23333333333333334,0.17773165076230846
483,0.4722222222222223,0.4916666666666667,0.31357951594144545
484,0.6194444444444445,0.6,0.4350570911426174
485,0.37499999999999994,0.4,0.2480113575253058
486,0.5444444444444445,0.6416666666666666,0.34561011103349815
487,0.5333333333333333,0.5416666666666667,0.3293379708320107
488,0.7194444444444444,0.6416666666666666,0.5119744453077787
489,0.5055555555555555,0.5583333333333333,0.3152760301147398
490,0.48888888888888893,0.4916666666666667,0.28748996643843605
491,0.5888888888888889,0.5833333333333333,0.49978614323511994
492,0.45833333333333337,0.55,0.35143809858187264
493,0.7722222222222221,0.6833333333333333,0.5882258275624092
494,0.5083333333333333,0.475,0.30222562930896263
495,0.5916666666666667,0.525,0.4669120978642077
496,0.29444444444444445,0.25833333333333336,0.2163694802377024
497,0.7138888888888889,0.6333333333333333,0.4146785658998303
498,0.3722222222222222,0.3833333333333333,0.24397381919440742
499,0.36944444444444446,0.43333333333333335,0.3246786545619598
